kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
7877818,1,,9.44945,1.95226e-05,136.024,0.00171335,1.0,0.03373,6.02,0.2014,1498.0,122.5,69.79,20.56,7.521,1190.0,299.0,,,5092.0,151.0,3.69,0.33,2.664,1.328,AFP
5812648,1,,4.04298,6.46901e-05,134.227,0.0101661,0.02845,201.0,12.79,11.92,26.6,3.913,8.66,0.7306,0.7712,1530.0,332.0,,,6555.0,215.0,4.16,0.24,1.408,0.606,AFP
5196787,3,,0.837949,6.18542e-06,132.261,0.00331069,0.9707,0.003253,2.082,0.04652,585.3,37.36,21.57,5.217,0.1923,3000.0,847.0,,,7318.0,326.0,4.14,0.32,1.693,0.944,AFP
7455624,3,,0.581696,0.0,131.597,0.0,0.1,0.0,2.0,0.0,280.6,0.0,-1.0,4.137,0.0,3910.0,0.0,,,7212.0,334.0,3.89,0.24,2.442,0.837,AFP
10784473,2,,0.778277,1.19291e-05,131.876,0.00292005,0.002845,1852.0,3.042,4.049,32.05,5.793,9.117,0.803,0.8189,2520.0,753.0,,,6373.0,253.0,4.21,0.32,1.414,0.836,AFP
5294571,2,,0.920901,6.21451e-06,132.084,0.000947076,0.7,0.9111,2.502,0.5811,193.7,17.05,14.93,2.709,0.5924,2830.0,748.0,,,6880.0,253.0,4.08,0.3,1.816,0.95,AFP
7905683,1,,4.94159,4.16342e-05,136.308,0.0059136,0.6255,1.202,11.0,1.58,54.07,5.728,9.532,0.8612,0.2014,1240.0,327.0,,,6387.0,208.0,4.37,0.31,1.113,0.585,AFP
7732791,2,,1.03097,1.15153e-05,131.602,0.0034486,0.05576,32.59,4.344,2.148,518.5,67.6,10.55,1.54,0.9733,1220.0,62.8,,,4388.0,152.0,4.59,0.04,0.711,0.054,AFP
8703413,2,,6.52649,4.58929e-05,135.433,0.00492751,0.02568,90.12,15.73,3.497,8.165,0.6939,12.68,0.942,0.377,2110.0,346.0,,,7928.0,321.0,3.77,0.26,3.267,1.038,AFP
9163221,2,,90.373,0.0026816,164.692,0.0264,0.1443,101.3,10.93,2.576,72.92,59.58,1.649,1.405,3.371,652.0,124.0,,,7264.0,288.0,4.01,0.35,1.622,0.601,UNK
4563268,1,,7.75191,9.73754e-06,137.414,0.000969228,0.6721,0.6785,3.528,0.1583,406.4,6.338,67.84,1.945,0.3928,852.0,79.0,,,5604.0,113.0,4.52,0.15,0.912,0.165,PC
6854461,1,,0.946609,9.09307e-06,131.753,0.00102198,0.7,0.3358,1.895,0.1044,37.86,4.91,10.08,1.189,0.1209,2770.0,638.0,,,6759.0,274.0,4.05,0.26,1.801,0.816,UNK
9844514,1,,0.631467,1.23548e-05,131.878,0.00419237,0.4615,4.762,2.607,2.641,17.22,2.579,8.468,0.5648,0.3405,2500.0,564.0,,,5874.0,165.0,4.18,0.23,1.334,0.596,UNK
9161894,2,,2.40226,2.52648e-05,133.084,0.00475207,0.1,54.33,7.115,5.501,39.49,5.891,7.455,1.177,1.107,2190.0,648.0,,,7345.0,327.0,4.09,0.34,1.852,1.084,NTP
3548369,2,,0.672921,1.36432e-05,131.763,0.00540486,0.915,0.1969,2.125,2.139,29.53,4.105,8.753,1.452,0.2674,3890.0,884.0,,,7935.0,316.0,3.99,0.28,2.276,1.018,AFP
9665503,2,,11.568,4.83699e-07,133.332,3.26801e-05,0.9002,0.07449,4.576,0.006235,159900.0,88.72,4286.0,39.48,3.864,635.0,50.9,,,5307.0,158.0,4.66,0.09,0.659,0.098,AFP
8043299,2,,1.43456,2.16809e-05,131.766,0.00692884,0.8984,0.01835,5.152,0.3603,267.6,52.32,18.27,6.491,0.6328,3600.0,598.0,,,7854.0,310.0,3.69,0.26,3.412,1.102,UNK
8177179,3,,0.806942,1.2919e-05,132.261,0.00530494,0.8817,0.8611,2.668,6.281,86.59,12.09,9.287,3.035,1.67,4040.0,626.0,,,8018.0,325.0,3.85,0.23,2.84,0.849,AFP
11188249,1,,2.75504,9.43021e-06,133.427,0.00207351,0.01352,249.1,3.338,0.1648,80.91,3.946,23.89,1.574,1.056,1780.0,402.0,,,6257.0,236.0,4.06,0.27,1.748,0.777,AFP
8812627,2,,0.971342,7.41193e-06,131.879,0.00138804,0.77,0.9827,2.434,0.7724,302.9,32.16,12.36,1.486,0.6853,1550.0,1640.0,,,5232.0,165.0,4.52,0.88,0.777,1.643,AFP
9843435,1,,1.68729,1.21197e-05,132.904,0.00371342,0.2282,43.02,1.926,0.8409,1152.0,237.4,9.481,5.858,9.971,2410.0,804.0,,,7512.0,311.0,4.17,0.38,1.69,1.119,UNK
8677952,1,,0.854799,1.08946e-05,131.666,0.00323222,0.4689,4.917,2.116,0.7627,52.63,7.454,9.447,0.7716,0.4935,2000.0,535.0,,,6011.0,205.0,4.45,0.34,1.041,0.552,UNK
8656375,1,,0.81776,7.59878e-06,132.042,0.00122242,0.9181,0.2081,1.762,0.7756,57.88,6.233,12.75,2.383,0.518,3290.0,875.0,,,6245.0,202.0,3.7,0.51,2.632,1.39,AFP
7919653,1,,2.10524,4.64289e-08,132.676,1.50462e-05,0.805,0.001245,4.979,0.0008645,84120.0,26.72,5132.0,67.15,0.1328,1970.0,391.0,,,5947.0,187.0,3.94,0.35,1.885,0.741,UNK
8646235,1,,1.20884,1.92206e-05,131.53,0.00882096,0.7956,1.465,5.447,14.93,66.24,4.515,17.24,1.668,0.8892,2580.0,617.0,,,6756.0,289.0,4.05,0.28,1.86,0.877,AFP
9593757,2,,2.49425,9.19807e-06,132.395,0.00218078,0.2941,21.23,1.809,0.8946,1824.0,196.0,13.74,4.279,6.661,1340.0,0.00165,,,5780.0,0.0,4.44,0.0,1.0,0.0,AFP
9328641,1,,33.3244,0.000310987,132.128,0.00793296,0.8855,0.02168,15.11,0.3665,893.8,55.25,18.3,1.905,0.07083,416.0,18.4,,,5199.0,182.0,4.71,0.05,0.553,0.03,AFP
11722906,1,,1.69088,2.7808e-05,131.882,0.010858,0.9455,0.01125,4.384,0.3952,20.46,2.345,7.829,0.8167,0.04825,2030.0,631.0,,,6600.0,218.0,4.21,0.34,1.474,0.911,NTP
5384713,3,,2.63594,9.14444e-06,132.321,0.00176958,0.04074,72.43,1.499,0.07063,103.8,10.13,13.63,0.5873,0.5606,738.0,54.1,,,3842.0,140.0,4.66,0.07,0.598,0.076,PC
8255058,1,,6.2799,2.75432e-06,135.297,0.000354702,0.9991,0.01728,5.421,0.01372,3910.0,15.62,318.5,74.39,8.086,1930.0,460.0,,,5057.0,170.0,3.14,0.35,6.222,2.935,AFP
12557713,2,,7.21472,1.17156e-06,136.031,0.000126827,0.9753,0.02911,2.393,0.01364,10600.0,33.15,367.9,9.541,1.159,630.0,29.5,,,4705.0,149.0,4.7,0.05,0.552,0.038,AFP
7031192,1,,0.56679,0.000163938,131.828,0.0592741,0.8995,3.33,1.774,23.66,2.067,3.85,0.7285,0.1842,0.5438,2430.0,630.0,,,6160.0,214.0,4.39,0.31,1.09,0.56,NTP
3326428,1,,7.70055,2.23619e-05,138.604,0.00215875,0.9003,0.1051,4.225,0.2548,205.9,8.244,25.75,4.118,0.3233,1900.0,375.0,,,8590.0,384.0,3.98,0.25,2.477,0.952,AFP
11773460,2,,12.4221,0.000214717,133.764,0.0392171,0.6848,1.27,15.57,1.527,60.41,5.058,13.32,0.9232,0.2968,901.0,256.0,,,6343.0,202.0,4.38,0.33,1.115,0.63,AFP
9072639,1,,1.18284,8.28756e-06,131.984,0.00268282,0.652,0.7613,2.91,0.4306,21.8,1.823,14.64,1.303,0.2261,2800.0,404.0,,,6017.0,130.0,3.7,0.21,2.639,0.752,PC
9908496,2,,1.19615,1.24133e-05,132.054,0.00338741,0.5,1.747,3.895,1.053,19.88,2.187,11.17,1.068,0.2198,2930.0,565.0,,,6955.0,240.0,3.89,0.3,2.311,0.876,AFP
8016692,1,,6.61361,8.66821e-05,136.503,0.00980296,0.4137,5.663,4.204,0.2662,26.6,3.516,7.738,0.5216,0.3061,1010.0,211.0,,,6067.0,178.0,4.47,0.29,0.995,0.414,UNK
11189284,3,,2.4123,7.64944e-06,133.794,0.00146641,0.7031,0.4429,1.371,0.04746,25.67,2.047,16.25,2.09,0.2113,3510.0,690.0,,,8867.0,397.0,3.66,0.3,3.828,1.463,AFP
10849244,1,,24.2617,3.43007e-07,147.242,1.129e-05,0.8745,0.007116,7.185,0.001262,191500.0,18.78,10890.0,81.58,0.7062,751.0,194.0,,,6144.0,177.0,4.24,0.27,1.277,0.656,UNK
12506665,1,,0.579987,9.69492e-06,131.744,0.00109427,0.9,0.2004,1.291,0.4499,30.23,3.709,12.1,1.342,0.2369,3280.0,632.0,,,6410.0,248.0,3.97,0.27,2.078,0.786,UNK
9728465,1,,7.35389,2.3022e-05,132.02,0.00227187,0.6966,0.8998,1.847,0.1,110.6,7.08,16.57,1.695,0.3908,1230.0,355.0,,,6400.0,220.0,4.18,0.32,1.505,0.866,AFP
8125652,1,,3.18352,3.60921e-05,131.819,0.00707223,0.8962,0.4861,5.236,1.867,38.37,6.104,6.49,1.772,0.7106,2010.0,463.0,,,6292.0,228.0,3.79,0.4,2.45,1.115,AFP
11825955,3,,1.05367,1.21027e-05,131.531,0.00325715,0.5,3.0,2.315,0.4589,40.11,5.82,9.837,1.249,0.4375,2880.0,571.0,,,7008.0,293.0,3.98,0.27,1.901,0.737,NTP
10198109,2,,17.9187,6.89616e-06,140.351,0.000293422,0.8534,0.00189,7.045,0.01718,4829.0,12.59,413.6,12.88,0.02509,942.0,275.0,,,5870.0,209.0,3.9,0.64,1.63,0.944,AFP
11495305,1,,0.54841,7.12396e-06,131.678,0.00179831,0.5005,4.968,1.961,1.572,310.0,26.55,15.0,3.2,1.989,3570.0,1050.0,,,7493.0,320.0,4.13,0.34,1.758,1.025,UNK
5521300,2,,18.1358,0.000109287,133.955,0.00504604,0.5644,5.851,2.58,0.4835,264.4,20.15,13.69,1.754,1.704,744.0,162.0,,,6184.0,198.0,4.45,0.29,1.038,0.446,AFP
5876368,2,,1.05083,6.08859e-06,131.622,0.00115862,0.5084,2.775,1.043,0.04996,116.6,9.835,16.6,0.9119,0.3681,1650.0,295.0,,,5800.0,156.0,4.57,0.24,0.816,0.288,AFP
10592860,1,,3.72175,5.62678e-05,132.263,0.0091007,0.7153,0.7727,11.27,3.882,14.73,2.991,4.827,0.9121,0.195,1980.0,436.0,,,7117.0,270.0,3.96,0.26,2.211,0.957,NTP
9655909,2,,0.794846,8.34572e-06,132.109,0.00169137,0.1,32.39,2.474,1.248,59.47,6.673,11.63,2.309,1.29,3970.0,664.0,,,7598.0,315.0,3.79,0.26,2.953,0.957,UNK
4763381,1,,0.799545,9.20527e-06,132.093,0.00446283,0.9,0.5917,2.59,5.785,52.57,4.964,12.53,2.634,1.168,4190.0,693.0,,,7774.0,307.0,3.73,0.28,3.124,1.004,AFP
5374854,1,,23.7831,0.000120333,132.185,0.00398613,0.1392,24.79,7.977,0.7678,307.8,9.61,31.38,2.207,1.691,725.0,58.6,,,5877.0,127.0,4.23,0.13,1.265,0.197,PC
4384398,1,,2.30684,2.38161e-05,132.211,0.00544032,0.7446,1.217,6.166,3.019,47.22,5.18,9.5,0.8419,0.3337,1560.0,338.0,,,6130.0,191.0,4.33,0.27,1.131,0.486,AFP
7749318,1,,2.37159,2.21592e-08,132.742,5.28553e-06,1.0,0.005412,3.479,0.003059,243100.0,692.4,5372.0,50.88,0.2135,1040.0,73.9,,,5348.0,162.0,4.71,0.1,0.602,0.077,AFP
10590857,3,,3.85211,5.32688e-05,133.553,0.00973008,0.6871,0.6844,16.06,6.861,226.9,12.98,18.63,4.885,0.7434,2450.0,401.0,,,7773.0,300.0,3.75,0.27,3.036,0.965,AFP
5954795,1,,3.43961,2.84046e-05,134.229,0.00480812,0.0735,48.28,10.25,5.153,53.81,8.184,7.249,1.615,1.183,1800.0,401.0,,,6032.0,191.0,3.86,0.39,2.21,0.978,NTP
7185924,1,,0.717985,1.23825e-05,131.678,0.00164182,0.9028,0.2159,2.161,1.578,52.87,9.418,7.739,1.679,0.329,3430.0,972.0,,,7500.0,312.0,4.06,0.33,1.993,1.119,UNK
7431887,1,,530.699,0.0142044,183.636,0.0172007,0.2729,8.517,14.55,2.052,577.4,103.0,5.948,2.714,1.364,259.0,54.4,,,6267.0,193.0,4.33,0.26,1.118,0.465,NTP
3240158,2,,15.987,0.000167832,137.593,0.00851975,0.7578,1.937,4.447,0.8408,185.4,18.35,10.1,1.495,0.9857,773.0,159.0,,,6225.0,209.0,4.46,0.29,1.009,0.41,PC
10717871,1,,0.677834,1.16808e-05,132.179,0.00542225,0.8948,0.68,2.239,4.849,147.1,21.58,8.742,6.108,3.031,4900.0,938.0,,,7485.0,293.0,3.51,0.3,4.344,1.628,UNK
11073656,1,,1.83428,4.96169e-06,132.856,0.00119317,0.5062,2.434,1.801,0.07567,332.6,18.86,24.23,1.791,0.6786,1460.0,297.0,,,5751.0,182.0,4.46,0.28,0.958,0.385,PC
9304923,1,,0.56446,8.26994e-06,131.699,0.0013038,0.1,29.24,1.873,0.9289,138.0,13.29,13.12,3.92,2.048,4900.0,891.0,,,7981.0,318.0,3.72,0.3,3.298,1.17,AFP
4476013,1,,1.88768,2.43521e-05,133.39,0.00637163,0.8684,0.3276,5.702,3.078,165.0,19.46,8.777,1.06,0.2823,1200.0,135.0,,,5334.0,174.0,4.62,0.12,0.71,0.153,UNK
2714955,1,,0.982769,1.19631e-05,132.08,0.00506827,0.00237,2895.0,5.315,17.58,73.82,8.335,10.15,0.9166,1.239,2030.0,486.0,,,6225.0,223.0,4.4,0.3,1.066,0.505,NTP
10020423,1,,7.44838,1.4677e-07,137.695,1.613e-05,0.0001928,2.677,4.198,0.001278,154400.0,35.88,5462.0,33.97,0.006893,871.0,33.3,,,5636.0,110.0,4.49,0.05,0.867,0.057,AFP
10454401,3,,12.1812,0.0,139.126,0.0,0.1,0.0,15.0,0.0,26640.0,0.0,-1.0,14.27,0.0,743.0,0.0,,,5750.0,159.0,4.54,0.25,0.882,0.29,AFP
5358212,1,,0.53591,0.000262334,131.958,0.0681165,0.3,78.52,1.917,11.95,1.637,5.373,0.4281,0.1067,0.6586,2030.0,410.0,,,5631.0,163.0,4.55,0.27,0.834,0.334,NTP
9474493,1,,0.512738,9.46281,131.856,1858.39,0.5798,19170.0,1.013,16580.0,8.766e-05,11.13,1.009e-05,0.0007971,51.53,2010.0,12400.0,,,5536.0,165.0,4.57,0.22,0.816,0.27,AFP
5949911,1,,0.858754,2.36523e-05,132.13,0.00655814,0.6976,1.097,1.843,0.4504,9.499,2.604,4.467,0.9401,0.2648,3690.0,854.0,,,7056.0,297.0,3.71,0.4,2.844,1.294,UNK
11752632,1,,0.984907,5.95091e-06,132.348,0.00168287,0.901,0.3744,1.728,0.5628,61.87,4.527,18.19,0.8586,0.2852,1840.0,359.0,,,6060.0,170.0,4.51,0.28,0.925,0.356,PC
11920541,3,,4.42386,6.67221e-05,133.02,0.0102022,0.9002,0.1308,11.87,4.4,9.14,0.8938,11.58,0.8735,0.08193,2480.0,947.0,,,9519.0,396.0,4.04,0.42,2.515,1.908,AFP
6470232,1,,0.504364,0.000139493,131.761,0.017417,0.3,39.28,1.356,2.333,5.542,8.953,0.999,0.4273,1.052,3380.0,1030.0,,,6826.0,308.0,4.11,0.35,1.779,1.073,AFP
12266636,1,,33.3856,0.000125003,148.927,0.00310594,0.2772,11.93,4.951,0.75,548.9,16.41,33.91,2.394,1.901,580.0,112.0,,,5833.0,173.0,4.41,0.26,1.022,0.391,PC
4384793,2,,427.218,0.0,418.551,0.0,0.1,0.0,6.0,0.0,288600.0,0.0,-1.0,44.47,0.0,230.0,0.0,,,5997.0,192.0,4.57,0.3,0.815,0.349,NTP
10128033,2,,0.652487,2.55977e-05,131.87,0.00915874,0.9061,1.542,2.074,14.64,7.286,1.958,4.809,0.5712,0.6681,3330.0,1010.0,,,7296.0,333.0,4.1,0.34,1.818,1.092,AFP
10202859,1,,4.58905,3.20004e-05,135.895,0.00456697,0.3661,2.421,14.58,2.827,21.59,2.207,10.07,0.8508,0.1549,1660.0,413.0,,,6883.0,362.0,4.07,0.28,1.791,0.871,NTP
11175316,1,,0.834235,1.57147e-05,132.419,0.010698,0.9838,0.007414,1.316,0.2184,21.08,1.826,11.74,1.266,0.06519,4060.0,1000.0,,,9436.0,426.0,4.12,0.31,2.161,1.052,UNK
10031634,2,,0.65279,9.37856e-06,132.089,0.00148671,0.4556,3.099,2.039,0.6468,170.9,19.79,10.42,2.074,0.6501,2960.0,925.0,,,6886.0,267.0,4.19,0.35,1.537,0.954,AFP
9456165,1,,459.17,0.0122442,260.507,0.0160605,0.7715,5.019,4.071,4.209,649.1,214.3,4.601,2.208,5.386,198.0,107.0,,,5196.0,165.0,4.51,0.67,0.788,0.845,NTP
9490506,1,,0.581597,2.64058e-05,131.755,0.00723135,0.2034,55.53,2.051,5.251,9.495,3.351,3.836,0.3635,0.8073,2580.0,916.0,,,6495.0,204.0,4.38,0.39,1.168,0.828,AFP
5620305,4,,0.54393,1.18168e-05,131.531,0.00136959,0.1,77.8,0.7324,0.1002,94.09,15.34,12.52,7.488,16.43,4790.0,741.0,,,5029.0,124.0,2.98,0.17,7.762,2.37,AFP
3218308,1,,623.764,0.0165101,148.251,0.0216765,0.7939,0.7417,10.91,1.726,327.5,55.33,6.344,1.045,0.4196,111.0,6.59,,,3754.0,88.0,4.74,0.05,0.521,0.057,UNK
6058006,2,,1.49172,1.37124e-05,131.526,0.00203902,0.4971,3.084,3.975,1.05,135.7,21.89,7.722,2.198,0.7583,2500.0,763.0,,,7216.0,327.0,4.1,0.34,1.818,1.096,NTP
5113053,1,,1.59258,1.50994e-07,131.687,5.24909e-05,0.5523,0.01949,4.785,0.004346,335100.0,348.5,5924.0,84.09,1.328,1970.0,455.0,,,6516.0,251.0,4.25,0.26,1.279,0.582,AFP
4649476,2,,1.44901,7.33922e-06,131.59,0.00125906,0.5032,3.149,0.9119,0.06445,153.8,15.39,13.73,3.78,1.322,3630.0,649.0,,,8560.0,355.0,3.81,0.28,2.907,1.01,AFP
8845026,2,,66.4674,0.000450437,182.234,0.00554745,0.07166,19.03,16.21,0.8392,475.5,30.84,15.1,2.275,0.7145,462.0,106.0,,,5843.0,211.0,4.42,0.3,1.055,0.479,AFP
4927315,2,,11.7691,7.90863e-05,142.477,0.00520247,0.006315,1092.0,2.6,0.4013,193.2,19.66,11.2,1.439,1.996,860.0,204.0,,,6197.0,214.0,4.45,0.3,1.035,0.485,AFP
9661877,1,,20.4272,5.65937e-05,135.863,0.00211998,0.9798,0.04644,3.41,0.17,1320.0,48.22,37.46,5.379,2.63,674.0,137.0,,,6014.0,200.0,4.49,0.29,0.958,0.385,AFP
6936115,1,,0.526691,1.08188e-05,131.761,0.00112491,0.789,0.5952,1.178,0.2233,170.4,23.8,10.6,2.521,0.552,3370.0,928.0,,,6903.0,277.0,4.1,0.31,1.75,0.954,NTP
6233466,1,,15.8736,0.0,143.843,0.0,0.1,0.0,6.0,0.0,268900.0,0.0,-1.0,83.73,0.0,962.0,0.0,,,5622.0,192.0,3.91,0.42,1.895,0.962,AFP
6389098,2,,1.18108,1.30072e-05,131.776,0.00327829,0.3,12.96,3.0,1.183,222.2,27.82,9.54,2.256,1.703,2390.0,812.0,,,6927.0,275.0,4.24,0.38,1.486,1.005,UNK
6599881,1,,403.275,0.0138906,372.012,0.0181928,0.1505,74.79,10.45,4.62,461.3,100.0,5.134,2.139,5.128,256.0,54.7,,,6063.0,203.0,4.46,0.29,0.997,0.42,UNK
3431662,1,,459.32,0.0126703,260.201,0.0172102,0.6293,6.128,3.939,2.896,1809.0,482.0,4.948,2.748,5.2,153.0,9.45,,,4362.0,138.0,4.64,0.06,0.62,0.066,NTP
12268190,2,,1.99145,1.40004e-05,132.469,0.0032615,0.03545,129.7,3.505,0.7445,29.3,3.347,11.46,0.9326,0.7617,2150.0,591.0,,,6937.0,247.0,4.12,0.31,1.706,0.93,NTP
5643492,2,,41.8653,0.000166754,146.205,0.00331832,0.9995,0.05317,9.534,0.1756,1710.0,40.33,53.26,6.117,3.101,505.0,108.0,,,6071.0,170.0,4.57,0.3,0.797,0.339,AFP
9402709,1,,0.536508,1.26041e-05,132.053,0.00476393,0.9072,0.3873,1.747,3.165,19.89,2.857,10.34,2.087,0.9481,3510.0,837.0,,,5048.0,182.0,3.5,0.29,3.808,1.794,AFP
8155291,1,,0.597039,6.28567e-06,131.711,0.00128449,0.9,0.3218,1.367,0.8235,27.95,2.243,17.9,0.9734,0.2428,3050.0,942.0,,,6842.0,304.0,4.18,0.34,1.579,0.964,UNK
6521174,1,,8.27922,5.84271e-05,133.812,0.00547355,0.1845,39.14,2.194,0.3333,163.8,17.27,10.15,1.076,1.892,815.0,159.0,,,5615.0,171.0,4.55,0.27,0.848,0.327,UNK
4939281,1,,0.53072,1.21594e-05,131.949,0.00110628,0.5,1.132,1.437,0.1671,36.8,5.578,10.51,1.874,0.2274,6160.0,1420.0,,,11086.0,482.0,3.98,0.25,2.936,1.329,UNK
8566113,1,,1.51843,1.15683e-05,131.654,0.00250757,0.1,40.41,3.196,0.8778,37.76,4.962,9.783,0.9981,0.7008,2330.0,671.0,,,7045.0,278.0,4.15,0.32,1.604,0.915,UNK
4446411,1,,0.62929,2.31358e-06,132.01,0.000311776,0.3,2.974,1.053,0.02147,379.5,11.67,48.53,1.915,0.4333,2100.0,437.0,,,5628.0,247.0,4.39,0.26,0.976,0.397,UNK
2161623,2,,1.14176,0.0,132.322,0.0,0.1,0.0,3.5,0.0,4265.0,0.0,-1.0,11.89,0.0,2590.0,0.0,,,6734.0,276.0,4.06,0.27,1.804,0.83,UNK
10658122,1,,1.71107,1.24335e-05,132.336,0.00252684,0.2134,9.114,4.984,1.459,26.65,2.721,11.2,1.004,0.3767,2360.0,451.0,,,6626.0,273.0,3.94,0.33,1.924,0.718,NTP
6697716,1,,0.721622,6.34544e-08,131.862,1.42157e-05,0.7,0.008487,2.369,0.001332,154300.0,159.9,5026.0,32.88,0.3285,1600.0,2000.0,,,5067.0,151.0,4.57,0.97,0.715,1.786,UNK
8747222,2,,0.83373,7.3787e-06,131.518,0.00106685,0.702,0.6458,1.418,0.1017,99.55,10.75,11.82,12.12,3.059,4790.0,733.0,,,4992.0,188.0,2.75,0.03,11.32,3.359,UNK
4636464,1,,3.65627,6.84963e-05,132.66,0.0119814,0.177,45.86,7.765,4.772,24.28,4.059,6.405,0.5488,0.888,1350.0,352.0,,,6299.0,195.0,4.36,0.31,1.108,0.574,AFP
9595956,1,,316.95,0.012072,280.921,0.0368028,0.07728,140.2,5.328,4.802,2578.0,371.5,7.096,3.867,12.23,214.0,21.5,,,5069.0,208.0,4.57,0.11,0.786,0.144,UNK
12061756,2,,1.55667,1.15808e-05,131.873,0.00244918,0.3815,3.585,2.029,0.1175,24.54,3.303,9.382,1.158,0.352,2520.0,521.0,,,6645.0,278.0,3.93,0.24,2.289,0.927,AFP
5876805,1,,18.173,3.18455e-06,137.155,0.000156972,0.6699,0.000962,10.88,0.007336,71860.0,50.88,1942.0,24.6,0.01467,649.0,146.0,,,5791.0,185.0,4.55,0.31,0.856,0.381,AFP
10484808,3,,2.75489,2.89794e-05,131.805,0.00603789,0.2083,23.63,4.936,1.373,30.11,3.459,9.519,1.465,1.283,2700.0,518.0,,,8402.0,381.0,3.93,0.24,2.627,0.98,NTP
9269042,1,,12.001,5.94576e-05,142.038,0.00380807,0.8905,0.1896,3.632,0.5246,426.7,21.75,19.65,1.695,0.3222,633.0,53.2,,,5195.0,161.0,4.6,0.08,0.69,0.108,PC
5265699,2,,0.689095,6.13977e-06,131.522,0.00205514,0.05662,90.29,1.822,1.003,45.97,5.2,11.38,1.521,1.372,3560.0,805.0,,,7282.0,314.0,3.96,0.26,2.216,0.982,AFP
10874822,1,,265.067,0.00857219,383.501,0.0215335,0.6635,2.628,3.729,0.3198,197.9,48.85,5.167,52.18,58.85,1150.0,92.9,,,4052.0,99.0,1.42,0.03,35.34,5.46,UNK
3328027,1,,2.11546,1.3457e-05,132.014,0.00370725,0.6706,2.422,3.707,0.6303,155.6,11.54,15.27,1.284,0.8099,1430.0,300.0,,,5952.0,196.0,4.49,0.3,0.971,0.404,AFP
7270230,2,,6.99813,1.23658e-05,133.409,0.00132008,0.2858,5.442,1.335,0.1344,937.5,43.79,24.19,2.537,1.006,855.0,151.0,,,5614.0,162.0,4.56,0.24,0.827,0.289,AFP
9962455,1,,23.1987,0.000192428,142.624,0.00656105,0.705,0.848,9.924,0.5427,218.2,9.978,22.87,2.771,0.8123,793.0,114.0,,,5416.0,128.0,3.95,0.17,1.756,0.498,PC
7366065,1,,0.566801,1.18512e-05,131.795,0.00162283,0.4363,4.484,0.9002,0.09987,44.48,6.723,10.47,0.7289,0.3393,2450.0,574.0,,,6300.0,211.0,4.4,0.29,1.057,0.489,NTP
7463044,2,,2.27606,4.29119e-05,131.545,0.0140227,0.8962,0.01194,8.096,0.375,155.8,9.447,17.78,3.145,0.09941,2370.0,662.0,,,7334.0,310.0,3.99,0.32,2.183,1.204,NTP
8826007,1,,54.5091,0.000451162,140.83,0.00661375,0.9151,0.08107,4.683,0.5889,598.6,43.12,14.3,1.856,0.2255,310.0,17.4,,,4405.0,132.0,4.66,0.05,0.61,0.058,PC
7541746,2,,2.50545,3.55371e-05,133.59,0.00888782,0.8989,0.1635,8.21,5.435,19.19,1.638,12.05,0.8974,0.1171,2000.0,531.0,,,6840.0,236.0,4.08,0.3,1.763,0.929,UNK
6068502,1,,2.81804,1.57107e-05,132.965,0.00300737,0.01488,275.2,3.272,0.2351,32.82,3.591,10.64,0.7848,0.5771,1740.0,449.0,,,6851.0,226.0,4.24,0.29,1.357,0.696,UNK
5031804,1,,0.644152,7.79221e-06,131.973,0.00110309,0.3,5.596,1.515,0.2627,47.09,4.849,14.07,1.228,0.4081,3230.0,714.0,,,6877.0,250.0,4.03,0.25,1.753,0.765,UNK
8307165,1,,0.880377,1.55523e-05,131.637,0.00596189,0.3565,8.225,3.438,3.376,12.19,2.041,7.343,0.8275,0.4713,3580.0,720.0,,,7926.0,320.0,3.98,0.25,2.314,0.912,UNK
9451706,3,,14.436,3.91514e-05,141.512,0.00215367,0.718,0.6646,3.41,0.1178,99.31,3.585,28.03,1.455,0.3021,890.0,19.2,,,6106.0,106.0,4.26,0.01,1.359,0.035,PC
5476002,1,,0.629072,8.48987e-06,131.85,0.00130897,0.9026,0.344,1.349,0.6571,85.21,9.195,13.52,3.446,1.411,3170.0,1160.0,,,4873.0,130.0,3.43,0.39,3.039,2.221,UNK
6526710,1,,39.7489,1.51273e-05,133.106,0.000307326,0.8875,0.003735,7.321,0.02091,15320.0,43.5,521.0,14.42,0.1475,552.0,110.0,,,6122.0,199.0,4.49,0.28,0.964,0.378,PC
6612353,1,,2.88249,4.38841e-05,134.241,0.0084431,0.3877,3.991,8.789,2.885,15.46,2.04,7.679,0.6773,0.2082,1970.0,620.0,,,7334.0,320.0,4.16,0.35,1.677,1.043,UNK
9346253,1,,34.0646,6.94184e-06,150.452,0.000167684,0.5344,0.004138,9.624,0.01161,28690.0,28.92,1040.0,15.68,0.01392,570.0,118.0,,,6161.0,196.0,4.52,0.3,0.892,0.366,AFP
